case_id,case_start_time,n_events,outcome_activity,outcome_position,target,eligible_k10
Application_1020735316,2016-02-05 11:17:42.311000+00:00,27,A_Denied,25,0,True
Application_1020750988,2016-04-14 19:30:11.548000+00:00,30,A_Pending,29,1,True
Application_1020792873,2016-10-11 14:39:47.859000+00:00,34,A_Pending,33,1,True
Application_1020808066,2016-04-23 08:56:18.468000+00:00,44,A_Pending,43,1,True
Application_1020819842,2016-10-17 08:38:11.002000+00:00,31,A_Pending,30,1,True
Application_1020826018,2016-08-23 21:38:21.896000+00:00,23,A_Cancelled,21,0,True
Application_1020830584,2016-11-07 06:58:58.680000+00:00,55,A_Denied,52,0,True
Application_1020832049,2016-06-02 14:30:51.887000+00:00,82,A_Pending,79,1,True
Application_1020990376,2016-01-14 20:34:27.837000+00:00,38,A_Pending,37,1,True
Application_1021332815,2016-11-16 07:30:43.006000+00:00,16,A_Denied,15,0,True
Application_1021352275,2016-04-17 17:36:51.281000+00:00,26,A_Cancelled,24,0,True
Application_1021365915,2016-05-23 14:58:20.083000+00:00,64,A_Pending,63,1,True
Application_1021431020,2016-03-21 19:27:22.357000+00:00,22,A_Cancelled,20,0,True
Application_1021582856,2016-09-28 08:54:08.477000+00:00,33,A_Denied,31,0,True
Application_1021585422,2016-02-29 21:22:14.268000+00:00,54,A_Pending,52,1,True
Application_1021612767,2016-07-21 19:03:43.551000+00:00,58,A_Denied,56,0,True
Application_102167608,2016-06-21 11:48:26.465000+00:00,36,A_Pending,35,1,True
Application_1021748617,2016-06-07 10:40:19.170000+00:00,39,A_Denied,37,0,True
Application_1021758905,2016-01-09 13:13:13.083000+00:00,40,A_Pending,39,1,True
Application_1021913039,2016-04-03 14:03:18.933000+00:00,33,A_Denied,31,0,True
Application_102200568,2016-04-08 15:33:12.438000+00:00,44,A_Pending,43,1,True
Application_1022053539,2016-09-03 14:35:21.214000+00:00,47,A_Pending,46,1,True
Application_1022069965,2016-12-14 17:58:02.990000+00:00,57,A_Denied,55,0,True
Application_1022084723,2016-10-25 20:09:06.672000+00:00,29,A_Denied,27,0,True
Application_102217911,2016-04-26 16:17:26.384000+00:00,22,A_Cancelled,20,0,True
Application_1022411160,2016-11-26 18:49:34.120000+00:00,67,A_Pending,66,1,True
Application_1022414754,2016-06-20 08:51:47.262000+00:00,52,A_Pending,51,1,True
Application_102241622,2016-06-07 20:24:29.054000+00:00,81,A_Pending,79,1,True
Application_1022503261,2016-06-15 11:59:06.283000+00:00,28,A_Cancelled,25,0,True
Application_1022532415,2016-02-12 12:55:58.610000+00:00,34,A_Pending,33,1,True
Application_1022584147,2016-08-31 12:50:23.753000+00:00,20,A_Cancelled,18,0,True
Application_1022593746,2016-04-30 18:48:02.188000+00:00,39,A_Pending,38,1,True
Application_1022619955,2016-01-27 08:17:38.840000+00:00,29,A_Pending,28,1,True
Application_10226694,2016-12-26 17:36:54.035000+00:00,53,A_Pending,52,1,True
Application_1022701559,2016-01-27 08:07:13.791000+00:00,36,A_Pending,35,1,True
Application_1022726417,2016-08-08 12:35:17.585000+00:00,29,A_Pending,28,1,True
Application_102284220,2016-01-18 13:11:23.344000+00:00,30,A_Pending,29,1,True
Application_1023037940,2016-10-30 14:40:54.919000+00:00,66,A_Denied,64,0,True
Application_1023172078,2016-06-07 13:43:51.496000+00:00,27,A_Pending,26,1,True
Application_102322853,2016-04-05 19:20:14.985000+00:00,43,A_Pending,42,1,True
Application_1023366085,2016-11-24 19:00:23.425000+00:00,26,A_Denied,24,0,True
Application_102338755,2016-11-11 14:19:16.346000+00:00,50,A_Pending,49,1,True
Application_1023398657,2016-03-14 11:45:49.948000+00:00,26,A_Cancelled,24,0,True
Application_1023419627,2016-08-29 09:18:10.087000+00:00,43,A_Denied,41,0,True
Application_1023449033,2016-05-09 12:24:16.538000+00:00,75,A_Pending,73,1,True
Application_102360332,2016-04-21 21:08:33.487000+00:00,27,A_Pending,26,1,True
Application_1023606733,2016-11-02 23:51:09.531000+00:00,23,A_Cancelled,21,0,True
Application_1023646798,2016-12-15 20:28:07.369000+00:00,80,A_Pending,79,1,True
Application_1023773636,2016-07-04 20:30:19.540000+00:00,25,A_Cancelled,23,0,True
Application_1023901719,2016-03-29 08:03:46.916000+00:00,24,A_Cancelled,22,0,True
Application_1023996114,2016-07-14 09:49:05.353000+00:00,41,A_Pending,40,1,True
Application_1024024843,2016-09-03 15:43:42.671000+00:00,41,A_Denied,39,0,True
Application_102404144,2016-11-02 17:43:36.535000+00:00,41,A_Pending,40,1,True
Application_1024089863,2016-12-17 12:24:32.267000+00:00,77,A_Denied,75,0,True
Application_1024151463,2016-07-07 12:35:26.132000+00:00,38,A_Pending,37,1,True
Application_1024176807,2016-11-14 12:59:41.405000+00:00,44,A_Pending,42,1,True
Application_1024184223,2016-02-06 15:05:31.249000+00:00,30,A_Cancelled,28,0,True
Application_102424049,2016-08-12 09:44:21.620000+00:00,30,A_Cancelled,28,0,True
Application_1024263335,2016-09-26 13:24:05.718000+00:00,19,A_Cancelled,17,0,True
Application_1024275715,2016-11-01 12:32:42.858000+00:00,34,A_Pending,33,1,True
Application_1024372028,2016-11-23 16:26:33.118000+00:00,22,A_Cancelled,19,0,True
Application_1024726306,2016-07-25 21:39:14.791000+00:00,22,A_Cancelled,20,0,True
Application_1024736114,2016-03-16 16:22:19.031000+00:00,36,A_Pending,35,1,True
Application_1024769381,2016-05-25 04:09:46.460000+00:00,21,A_Cancelled,19,0,True
Application_1024771048,2016-02-12 09:54:01.272000+00:00,40,A_Cancelled,38,0,True
Application_1024774116,2016-11-14 16:24:05.126000+00:00,25,A_Cancelled,23,0,True
Application_1024776595,2016-09-15 06:21:40.033000+00:00,43,A_Denied,41,0,True
Application_1024812544,2016-04-06 20:03:16.759000+00:00,45,A_Pending,44,1,True
Application_1024938160,2016-04-18 17:20:35.373000+00:00,32,A_Pending,31,1,True
Application_1025001096,2016-10-14 09:12:04.184000+00:00,42,A_Pending,40,1,True
Application_1025043783,2016-06-07 07:19:32.410000+00:00,18,A_Cancelled,16,0,True
Application_1025122380,2016-06-21 07:15:28.054000+00:00,38,A_Pending,37,1,True
Application_1025200557,2016-03-25 14:01:06.929000+00:00,21,A_Cancelled,19,0,True
Application_1025208399,2016-04-25 08:29:24.053000+00:00,20,A_Cancelled,18,0,True
Application_1025306225,2016-06-13 20:15:13.086000+00:00,45,A_Pending,43,1,True
Application_1025327332,2016-05-05 20:52:48.605000+00:00,23,A_Denied,21,0,True
Application_1025457860,2016-11-09 17:29:47.381000+00:00,24,A_Cancelled,22,0,True
Application_1025480866,2016-07-13 12:16:46.749000+00:00,24,A_Pending,23,1,True
Application_1025536070,2016-03-21 12:33:21.978000+00:00,42,A_Denied,40,0,True
Application_1025581046,2016-02-01 15:21:43.974000+00:00,27,A_Cancelled,25,0,True
Application_1025611489,2016-04-10 13:35:21.624000+00:00,51,A_Denied,48,0,True
Application_1025650501,2016-07-04 08:35:45.762000+00:00,41,A_Cancelled,38,0,True
Application_1025696634,2016-11-18 11:07:00.950000+00:00,28,A_Denied,26,0,True
Application_1025923370,2016-05-19 15:13:12.270000+00:00,43,A_Pending,39,1,True
Application_1025951958,2016-08-10 12:54:25.738000+00:00,22,A_Cancelled,20,0,True
Application_1025963904,2016-06-29 09:52:38.496000+00:00,22,A_Cancelled,20,0,True
Application_102597720,2016-10-18 18:46:26.564000+00:00,34,A_Pending,33,1,True
Application_1026118007,2016-07-09 09:32:21.180000+00:00,43,A_Pending,42,1,True
Application_1026157505,2016-07-13 05:44:06.756000+00:00,74,A_Denied,71,0,True
Application_102615973,2016-11-28 10:31:29.137000+00:00,60,A_Pending,59,1,True
Application_102625262,2016-01-29 11:02:42.758000+00:00,35,A_Denied,32,0,True
Application_1026327550,2016-02-18 14:10:45.681000+00:00,26,A_Pending,25,1,True
Application_1026359360,2016-01-20 10:39:36.462000+00:00,47,A_Cancelled,45,0,True
Application_1026420873,2016-02-01 12:41:43.861000+00:00,22,A_Cancelled,20,0,True
Application_10264475,2016-05-24 10:23:30.798000+00:00,32,A_Pending,31,1,True
Application_1026497688,2016-06-27 03:34:06.671000+00:00,40,A_Denied,38,0,True
Application_1026537393,2016-12-23 16:56:25.269000+00:00,26,A_Denied,24,0,True
Application_102661342,2016-09-09 10:05:27.863000+00:00,22,A_Cancelled,20,0,True
Application_1026777184,2016-10-18 09:41:19.028000+00:00,27,A_Cancelled,25,0,True
Application_1026876156,2016-03-21 18:10:45.976000+00:00,37,A_Pending,35,1,True
Application_1026980360,2016-03-13 14:56:54.191000+00:00,39,A_Cancelled,37,0,True
Application_1027086707,2016-07-11 10:02:34.323000+00:00,40,A_Pending,39,1,True
Application_1027094271,2016-01-16 16:40:46.714000+00:00,91,A_Pending,90,1,True
Application_1027235358,2016-07-20 10:51:54.186000+00:00,61,A_Pending,60,1,True
Application_1027284246,2016-07-18 07:44:13.015000+00:00,48,A_Denied,46,0,True
Application_1027387746,2016-11-15 09:08:53.346000+00:00,46,A_Pending,44,1,True
Application_1027449105,2016-10-23 12:21:28.169000+00:00,38,A_Pending,37,1,True
Application_1027523448,2016-03-09 18:24:19+00:00,27,A_Cancelled,25,0,True
Application_1027561874,2016-09-15 14:57:13.930000+00:00,22,A_Cancelled,20,0,True
Application_1027859705,2016-10-19 19:47:16.070000+00:00,25,A_Cancelled,22,0,True
Application_1028069743,2016-08-07 19:20:38.726000+00:00,61,A_Pending,58,1,True
Application_1028111530,2016-07-27 10:37:33.067000+00:00,33,A_Pending,31,1,True
Application_1028246161,2016-07-15 10:35:06.688000+00:00,20,A_Cancelled,18,0,True
Application_1028272738,2016-02-01 15:13:53.432000+00:00,31,A_Pending,30,1,True
Application_1028275195,2016-01-14 18:33:26.196000+00:00,37,A_Denied,34,0,True
Application_1028335742,2016-12-15 16:05:28.870000+00:00,37,A_Pending,35,1,True
Application_1028452966,2016-02-15 12:08:25.599000+00:00,36,A_Pending,35,1,True
Application_1028526219,2016-03-09 21:08:23.443000+00:00,32,A_Pending,31,1,True
Application_102863482,2016-05-18 09:38:25.199000+00:00,38,A_Pending,37,1,True
Application_1028636694,2016-01-20 12:14:31.222000+00:00,22,A_Cancelled,19,0,True
Application_1028646310,2016-06-02 15:38:37.355000+00:00,44,A_Pending,43,1,True
Application_1028665365,2016-10-31 20:12:03.448000+00:00,59,A_Pending,58,1,True
Application_1028685813,2016-08-03 08:24:49.203000+00:00,31,A_Pending,30,1,True
Application_1028717479,2016-03-03 21:47:17.028000+00:00,41,A_Pending,40,1,True
Application_1029146502,2016-11-01 11:40:22.750000+00:00,38,A_Pending,37,1,True
Application_1029175063,2016-11-14 13:33:06.198000+00:00,30,A_Pending,29,1,True
Application_1029247764,2016-07-15 10:27:38.332000+00:00,47,A_Denied,45,0,True
Application_1029307193,2016-01-31 11:48:03.531000+00:00,40,A_Denied,37,0,True
Application_1029342308,2016-04-05 16:04:28.516000+00:00,14,A_Denied,12,0,True
Application_1029418789,2016-05-27 10:31:47.734000+00:00,31,A_Cancelled,29,0,True
Application_1029432816,2016-08-10 09:38:08.666000+00:00,67,A_Pending,66,1,True
Application_1029567692,2016-11-29 12:09:43.873000+00:00,28,A_Pending,27,1,True
Application_1029674102,2016-10-17 09:14:42.369000+00:00,18,A_Cancelled,16,0,True
Application_102977791,2016-10-25 18:04:32.875000+00:00,38,A_Pending,37,1,True
Application_1029819018,2016-01-18 13:50:30.721000+00:00,30,A_Cancelled,25,0,True
Application_1029894854,2016-07-30 14:15:57.656000+00:00,20,A_Cancelled,18,0,True
Application_1029986710,2016-01-08 12:52:14.480000+00:00,40,A_Denied,38,0,True
Application_1030024656,2016-05-25 16:41:47.248000+00:00,77,A_Pending,76,1,True
Application_1030026050,2016-05-01 20:31:47.015000+00:00,61,A_Cancelled,58,0,True
Application_1030054529,2016-03-28 15:15:04.998000+00:00,59,A_Pending,58,1,True
Application_1030072567,2016-06-24 09:13:16.979000+00:00,28,A_Cancelled,26,0,True
Application_1030292282,2016-06-07 18:23:00.654000+00:00,28,A_Denied,26,0,True
Application_103036362,2016-03-20 19:16:57.875000+00:00,42,A_Pending,41,1,True
Application_1030416681,2016-05-25 16:35:47.376000+00:00,61,A_Pending,59,1,True
Application_1030639194,2016-10-05 18:27:58.772000+00:00,40,A_Pending,39,1,True
Application_1030645475,2016-10-04 13:21:47.520000+00:00,33,A_Denied,31,0,True
Application_1030731936,2016-07-14 14:34:28.158000+00:00,45,A_Cancelled,43,0,True
Application_1030746884,2016-06-30 15:00:53.750000+00:00,36,A_Pending,35,1,True
Application_103076193,2016-02-09 14:22:25.314000+00:00,33,A_Cancelled,31,0,True
Application_1030783985,2016-12-07 15:57:29.059000+00:00,24,A_Pending,23,1,True
Application_1030830652,2016-06-24 11:07:45.771000+00:00,38,A_Pending,36,1,True
Application_103087302,2016-12-14 19:15:40.410000+00:00,43,A_Pending,42,1,True
Application_1030874129,2016-07-30 12:02:45.603000+00:00,34,A_Pending,32,1,True
Application_1030996,2016-11-25 14:46:22.105000+00:00,38,A_Pending,37,1,True
Application_1031153001,2016-05-26 08:54:15.391000+00:00,55,A_Pending,54,1,True
Application_1031161811,2016-09-26 08:37:32.554000+00:00,44,A_Pending,42,1,True
Application_1031285536,2016-06-01 11:58:31.649000+00:00,74,A_Pending,73,1,True
Application_1031301694,2016-02-06 21:03:39.445000+00:00,20,A_Cancelled,18,0,True
Application_1031358870,2016-09-15 11:22:21.791000+00:00,18,A_Cancelled,16,0,True
Application_1031388577,2016-11-02 19:26:11.700000+00:00,29,A_Cancelled,25,0,True
Application_1031423845,2016-09-06 09:48:12.243000+00:00,35,A_Cancelled,33,0,True
Application_1031465496,2016-10-19 20:16:49.029000+00:00,40,A_Pending,38,1,True
Application_1031467191,2016-11-09 19:37:22.181000+00:00,29,A_Cancelled,26,0,True
Application_1031512096,2016-10-27 19:04:37.834000+00:00,28,A_Cancelled,25,0,True
Application_1031521256,2016-07-13 13:21:18.066000+00:00,41,A_Pending,40,1,True
Application_1031627654,2016-06-25 14:49:44.189000+00:00,40,A_Pending,39,1,True
Application_1031629108,2016-05-04 04:59:53.373000+00:00,150,A_Cancelled,148,0,True
Application_1031648186,2016-06-02 08:36:58.691000+00:00,54,A_Pending,53,1,True
Application_1031666995,2016-12-11 12:03:18.566000+00:00,60,A_Pending,59,1,True
Application_1031669296,2016-01-23 14:17:13.776000+00:00,33,A_Pending,32,1,True
Application_1031708893,2016-08-23 15:40:05.865000+00:00,20,A_Cancelled,18,0,True
Application_1031742655,2016-11-01 13:55:28.034000+00:00,52,A_Denied,50,0,True
Application_1031791655,2016-09-06 08:17:41.402000+00:00,44,A_Pending,40,1,True
Application_1031850261,2016-11-30 09:12:07.158000+00:00,55,A_Pending,54,1,True
Application_1031851682,2016-06-10 15:15:11.538000+00:00,21,A_Cancelled,19,0,True
Application_1032105078,2016-06-25 17:24:06.599000+00:00,23,A_Cancelled,21,0,True
Application_1032212437,2016-06-22 10:24:43.830000+00:00,31,A_Pending,30,1,True
Application_103222410,2016-03-10 19:36:03.522000+00:00,21,A_Cancelled,19,0,True
Application_103222749,2016-07-04 20:17:12.527000+00:00,32,A_Pending,31,1,True
Application_1032230604,2016-11-28 11:09:01.991000+00:00,36,A_Denied,34,0,True
Application_1032369855,2016-06-15 08:09:37.571000+00:00,27,A_Denied,25,0,True
Application_1032409101,2016-07-28 11:18:02.938000+00:00,18,A_Cancelled,16,0,True
Application_103241719,2016-11-19 20:06:02.728000+00:00,35,A_Cancelled,33,0,True
Application_103255320,2016-08-06 10:14:02.445000+00:00,37,A_Cancelled,31,0,True
Application_1032596836,2016-06-30 17:25:09.728000+00:00,41,A_Pending,40,1,True
Application_1032601860,2016-03-30 07:30:15.796000+00:00,24,A_Cancelled,22,0,True
Application_1032645340,2016-03-28 14:18:37.235000+00:00,28,A_Cancelled,26,0,True
Application_1032803337,2016-08-09 20:12:42.255000+00:00,30,A_Pending,29,1,True
Application_1032862024,2016-10-12 12:22:44.267000+00:00,32,A_Cancelled,30,0,True
Application_1032916256,2016-09-12 13:36:08.730000+00:00,63,A_Pending,60,1,True
Application_1032955206,2016-04-19 10:52:01.190000+00:00,26,A_Cancelled,24,0,True
Application_1033036371,2016-10-27 17:35:06.685000+00:00,35,A_Pending,33,1,True
Application_1033039379,2016-07-15 20:43:42.429000+00:00,27,A_Denied,25,0,True
Application_1033118972,2016-03-08 17:11:23.653000+00:00,20,A_Cancelled,18,0,True
Application_1033145253,2016-09-02 18:50:50.296000+00:00,29,A_Cancelled,26,0,True
Application_1033306842,2016-10-07 16:06:19.831000+00:00,30,A_Cancelled,25,0,True
Application_1033307487,2016-01-21 12:15:13.228000+00:00,61,A_Pending,60,1,True
Application_1033312536,2016-07-26 10:50:07.453000+00:00,47,A_Denied,45,0,True
Application_1033339366,2016-04-22 20:05:44.372000+00:00,21,A_Cancelled,19,0,True
Application_1033361005,2016-03-29 06:49:48.447000+00:00,73,A_Pending,70,1,True
Application_1033444821,2016-11-08 10:39:17.531000+00:00,32,A_Cancelled,29,0,True
Application_1033492370,2016-07-02 09:34:49.471000+00:00,55,A_Pending,53,1,True
Application_1033493391,2016-07-13 11:16:30.919000+00:00,24,A_Cancelled,22,0,True
Application_1033509575,2016-11-15 18:41:28.722000+00:00,53,A_Pending,52,1,True
Application_1033574302,2016-10-27 13:36:02.754000+00:00,31,A_Cancelled,28,0,True
Application_1033672339,2016-01-14 20:16:25.503000+00:00,30,A_Pending,29,1,True
Application_1033718512,2016-04-06 14:49:38.689000+00:00,26,A_Cancelled,24,0,True
Application_1033756531,2016-04-12 18:56:53.670000+00:00,57,A_Denied,55,0,True
Application_1033897711,2016-05-28 18:02:14.217000+00:00,24,A_Cancelled,22,0,True
Application_1034064300,2016-05-19 14:16:23.476000+00:00,21,A_Cancelled,19,0,True
Application_1034123285,2016-11-10 17:19:46.938000+00:00,30,A_Denied,28,0,True
Application_1034132814,2016-08-06 11:11:11.692000+00:00,22,A_Cancelled,20,0,True
Application_1034141126,2016-06-09 04:58:45.941000+00:00,26,A_Pending,25,1,True
Application_1034172997,2016-11-03 12:11:04.372000+00:00,24,A_Cancelled,21,0,True
Application_1034230663,2016-03-28 15:05:35.664000+00:00,31,A_Denied,29,0,True
Application_1034454,2016-12-09 23:50:00.326000+00:00,23,A_Cancelled,21,0,True
Application_1034551117,2016-04-22 18:22:18.683000+00:00,31,A_Pending,30,1,True
Application_1034706502,2016-03-28 11:16:24.547000+00:00,35,A_Pending,34,1,True
Application_103473608,2016-12-09 09:19:34.952000+00:00,22,A_Cancelled,20,0,True
Application_1034775753,2016-10-20 21:14:07.162000+00:00,43,A_Pending,42,1,True
Application_1034800486,2016-11-26 14:45:29.185000+00:00,63,A_Denied,61,0,True
Application_1034882659,2016-08-25 10:25:00.765000+00:00,61,A_Pending,59,1,True
Application_1034933187,2016-07-04 10:34:30.240000+00:00,20,A_Cancelled,18,0,True
Application_1035060924,2016-10-06 18:28:15.031000+00:00,74,A_Pending,71,1,True
Application_1035073401,2016-02-27 10:08:33.642000+00:00,27,A_Pending,26,1,True
Application_1035080902,2016-01-18 16:22:18.992000+00:00,18,A_Cancelled,16,0,True
Application_1035092593,2016-07-15 09:17:47.783000+00:00,36,A_Pending,35,1,True
Application_1035150320,2016-06-01 19:05:21.776000+00:00,21,A_Cancelled,19,0,True
Application_1035150389,2016-02-02 15:44:28.842000+00:00,50,A_Cancelled,49,0,True
Application_1035194235,2016-10-13 07:27:28.409000+00:00,33,A_Pending,32,1,True
Application_1035232735,2016-12-09 12:28:18.715000+00:00,31,A_Pending,30,1,True
Application_1035248618,2016-01-21 19:09:11.044000+00:00,46,A_Pending,44,1,True
Application_1035356995,2016-05-09 16:55:56.034000+00:00,44,A_Denied,41,0,True
Application_1035361851,2016-12-30 07:51:52.622000+00:00,42,A_Pending,41,1,True
Application_1035431397,2016-06-16 16:54:04.377000+00:00,29,A_Pending,28,1,True
Application_1035434106,2016-09-26 05:44:12.671000+00:00,43,A_Denied,41,0,True
Application_1035516498,2016-09-27 09:35:29.122000+00:00,18,A_Cancelled,16,0,True
Application_1035547655,2016-01-29 13:16:14.861000+00:00,21,A_Cancelled,19,0,True
Application_1035618893,2016-10-23 18:21:05.908000+00:00,73,A_Pending,71,1,True
Application_1035739361,2016-12-03 11:18:00.953000+00:00,37,A_Pending,36,1,True
